,star_name,distance,mass,radius
0,star_name,distance,mass,radius
1,SDSS J000013.54+255418.6 [de],46.1,0.028637640000000002,0.08837618
2,2MASS J00040288-6410358,192,0.028637640000000002,0.08837618
3,2MASS J00242463-0158201,37.7,0.028637640000000002,0.08837618
4,2MASS J00274197+0503417,236,0.028637640000000002,0.08837618
5,2MASSW J0030300-145033,87.2,0.028637640000000002,0.08837618
6,2MASS J00332386-1521309 [de],131,0.028637640000000002,0.08837618
7,2MASS J00345157+0523050,31,0.028637640000000002,0.08837618
8,2MASS 0036+1821,28.6,0.028637640000000002,0.08837618
9,2MASSW J0045214+163445,57,0.028637640000000002,0.08837618
10,WISEP J004701.06+680352.1 [fr],40,0.028637640000000002,0.08837618
11,2MASS J00501994-3322402 [de],34,0.028637640000000002,0.08837618
12,2MASS J00584253-0651239 [de],96,0.028637640000000002,0.08837618
13,2MASSI J0103320+193536,70,0.028637640000000002,0.08837618
14,SDSSp J010752.33+004156.1 [de],51,0.028637640000000002,0.08837618
15,2MASSI J0117474-340325 [de],163,0.028637640000000002,0.08837618
16,2MASS J01415823-4633574 [de],130,0.028637640000000002,0.08837618
17,SDSS J015141.69+124429.6,70,0.028637640000000002,0.08837618
18,SDSS J020742.48+000056.2 [de],111,0.028637640000000002,0.08837618
19,2MASS J02103857-3015313,101,0.028637640000000002,0.08837618
20,2MASS J02340093-6442068,155,0.028637640000000002,0.08837618
21,2MASS J02411151-0326587 [de],152,0.028637640000000002,0.08837618
22,2MASS J02431371−2453298,35,0.028637640000000002,0.08837618
23,LP 771-21,53,0.028637640000000002,0.08837618
24,Teegarden's star,12.578,0.028637640000000002,0.08837618
25,2MASS J02535980+3206373,184,0.028637640000000002,0.08837618
26,WISE J0254+0223,24,0.028637640000000002,0.08837618
27,DEN 0255-4700,16.2,0.028637640000000002,0.08837618
28,2MASS J03185403-3421292 [de],45,0.028637640000000002,0.08837618
29,2MASS J03205965+1854233,47,0.028637640000000002,0.08837618
30,2MASS J03231002-4631237,192,0.028637640000000002,0.08837618
31,SDSS J032553.17+042540.1,59,0.028637640000000002,0.08837618
32,2MASS J03264225-2102057 [de],80,0.028637640000000002,0.08837618
33,2MASS J03284265+2302051 [de],98,0.028637640000000002,0.08837618
34,2MASS J03341218-4953322,27.0,0.028637640000000002,0.08837618
35,LP 944-20,20.9,0.028637640000000002,0.08837618
36,2MASP J0345432+254023,88,0.028637640000000002,0.08837618
37,Teide 1,380,0.028637640000000002,0.08837618
38,2MASS J03510004-0052452,48,0.028637640000000002,0.08837618
39,2MASS J03552337+1133437,29.8,0.028637640000000002,0.08837618
40,2MASS J04151954−0935066,18.6,0.028637640000000002,0.08837618
41,2MASS J04285096-2253227 [de],85,0.028637640000000002,0.08837618
42,2MASS J04351612-1606574,34,0.028637640000000002,0.08837618
43,2MASS J04362788-4114465,142,0.028637640000000002,0.08837618
44,2MASS J04390101-2353083 [de],29.5,0.028637640000000002,0.08837618
45,2MASS J04433764+0002040,82,0.028637640000000002,0.08837618
46,2MASS J04455387-3048204 [de],42,0.028637640000000002,0.08837618
47,2MASS J04510093-3402150 [de],69,0.028637640000000002,0.08837618
48,2MASS J05002100+0330501 [de],44,0.028637640000000002,0.08837618
49,2MASS J05012406-0010452 [de],64,0.028637640000000002,0.08837618
50,2MASS J05160945-0445499 [de],73,0.028637640000000002,0.08837618
51,2MASS J0523−1403,40,0.028637640000000002,0.08837618
52,SDSS J053951.99-005902.0,41.62,0.028637640000000002,0.08837618
53,LSR 0602+3910 [de],34.6,0.028637640000000002,0.08837618
54,2MASS J06085283-2753583,102,0.028637640000000002,0.08837618
55,2MASS J06244595-4521548 [de],39,0.028637640000000002,0.08837618
56,2MASS J06411840-4322329 [de],65,0.028637640000000002,0.08837618
57,DENIS-P J0652197-253450 [de],51,0.028637640000000002,0.08837618
58,2MASS J07075327-4900503,60,0.028637640000000002,0.08837618
59,UGPS J072227.51-054031.2,13.4,0.028637640000000002,0.08837618
60,2MASSI J0727182+171001 [de],29.6,0.028637640000000002,0.08837618
61,2MASS J07290002-3954043 [de],25.8,0.028637640000000002,0.08837618
62,SDSS J074201.41+205520.5 [de],49,0.028637640000000002,0.08837618
63,DENIS-P J0751164-253043 [de],55,0.028637640000000002,0.08837618
64,2MASS J07522390+1612157,60,0.028637640000000002,0.08837618
65,DENIS J081730.0-615520,16.1,0.028637640000000002,0.08837618
66,2MASS J08251968+2115521 [de],35,0.028637640000000002,0.08837618
67,SDSSp J083008.12+482847.4 [de],43,0.028637640000000002,0.08837618
68,LHS 2021,55,0.028637640000000002,0.08837618
69,SDSS J083048.80+012831.1 [de],77,0.028637640000000002,0.08837618
70,2MASSI J0835425-081923 [de],23.53,0.028637640000000002,0.08837618
71,2MASSI J0847287-153237 [de],43,0.028637640000000002,0.08837618
72,2MASS J08533619-0329321,27.6,0.028637640000000002,0.08837618
73,2MASSI J0859254-194926 [de],50,0.028637640000000002,0.08837618
74,2MASSI J0937347+293142,20.0,0.028637640000000002,0.08837618
75,2MASS 0939−2448,17.4,0.028637640000000002,0.08837618
76,2MASS J09490860-1545485 [de],59,0.028637640000000002,0.08837618
77,2MASS J10073369-4555147,46,0.028637640000000002,0.08837618
78,2MASSI J1010148-040649 [de],55,0.028637640000000002,0.08837618
79,2MASS J10224821+5825453 [de],60,0.028637640000000002,0.08837618
80,2MASSW J1036530-344138 [de],53,0.028637640000000002,0.08837618
81,2MASS J1047538+212423 [de],34.4,0.028637640000000002,0.08837618
82,DEN 1048-3956,13.15,0.028637640000000002,0.08837618
83,Luhman 16B,6.516,0.028637640000000002,0.08837618
84,Luhman 16A,6.516,0.028637640000000002,0.08837618
85,DENIS-P J1058.7−1548,49,0.028637640000000002,0.08837618
86,TWA 28,180,0.028637640000000002,0.08837618
87,Cha 110913-773444,163,0.028637640000000002,0.08837618
88,SDSS J111010.01+011613.1,63,0.028637640000000002,0.08837618
89,2MASS J11145133−2618235,18.2,0.028637640000000002,0.08837618
90,TWA 26,137,0.028637640000000002,0.08837618
91,2MASS J11544223-3400390 [de],129,0.028637640000000002,0.08837618
92,2MASSW J1155395-372735 [de],31,0.028637640000000002,0.08837618
93,2MASS J12074836-3900043,217,0.028637640000000002,0.08837618
94,2MASSI J1217110-031113 [de],36,0.028637640000000002,0.08837618
95,2M 1237+6526,45.6,0.028637640000000002,0.08837618
96,TWA 29,262,0.028637640000000002,0.08837618
97,SDSSp J125453.90-012247.4 [de],38,0.028637640000000002,0.08837618
98,Kelu-1A,61,0.028637640000000002,0.08837618
99,Kelu-1B,61,0.028637640000000002,0.08837618
100,2MASS J13204427+0409045,101,0.028637640000000002,0.08837618
101,SDSSp J132629.82-003831.5 [de],65,0.028637640000000002,0.08837618
102,SDSSp J134646.45-003150.4 [de],48,0.028637640000000002,0.08837618
103,2MASS J13595510-4034582,51,0.028637640000000002,0.08837618
104,ULAS J141623.94+134836.3,29.7,0.028637640000000002,0.08837618
105,SDSS J141659.78+500626.4 [de],149,0.028637640000000002,0.08837618
106,DENIS-P J142527.97-365023.4 [de],38,0.028637640000000002,0.08837618
107,LHS 2924,38.5,0.028637640000000002,0.08837618
108,2MASS J14392837+1929150,47,0.028637640000000002,0.08837618
109,LSPM J1440+1339,72,0.028637640000000002,0.08837618
110,2MASS J14482563+1031590 [de],47,0.028637640000000002,0.08837618
111,CFBDSIR 1458+10A,104,0.028637640000000002,0.08837618
112,CFBDSIR 1458+10B,104,0.028637640000000002,0.08837618
113,TVLM 513-46546,35.1,0.028637640000000002,0.08837618
114,2MASS 1503+2525,20.7,0.028637640000000002,0.08837618
115,CFBDS J150411+102717,71,0.028637640000000002,0.08837618
116,2MASSW J1506544+132106 [de],46,0.028637640000000002,0.08837618
117,2MASS 1507−1627,23.9,0.028637640000000002,0.08837618
118,TVLM 868-110639,53,0.028637640000000002,0.08837618
119,2MASSW J1515008+484742 [de],34,0.028637640000000002,0.08837618
120,2MASSI J1526140+204341 [de],67,0.028637640000000002,0.08837618
121,DENIS-P J153941.96-052042.4 [de],51,0.028637640000000002,0.08837618
122,2MASS J15462718-3325111 [de],37,0.028637640000000002,0.08837618
123,2MASSW J1552591+294849 [de],68,0.028637640000000002,0.08837618
124,2MASSW J1555157-095605 [de],44,0.028637640000000002,0.08837618
125,2MASS J16150413+1340079 [de],48,0.028637640000000002,0.08837618
126,SDSSp J162414.37+002915.6 [de],36,0.028637640000000002,0.08837618
127,2MASS J16262034+3925190 [de],110,0.028637640000000002,0.08837618
128,2MASSW J1632291+190441 [de],50,0.028637640000000002,0.08837618
129,WISEPA J164715.59+563208.2,28,0.028637640000000002,0.08837618
130,LSPM J1658+7027 [de],60,0.028637640000000002,0.08837618
131,2MASSI J1726000+153819,114,0.028637640000000002,0.08837618
132,SDSSp J175032.96+175903.9,90,0.028637640000000002,0.08837618
133,2MASS J18283572-4849046,39,0.028637640000000002,0.08837618
134,LSR J1835+3259,18.5,0.028637640000000002,0.08837618
135,2MASSW J1841086+311727,138,0.028637640000000002,0.08837618
136,2MASS J18432213+4040209,46,0.028637640000000002,0.08837618
137,2MASS J20004841-7523070,105,0.028637640000000002,0.08837618
138,SDSS J204749.61-071818.3,65,0.028637640000000002,0.08837618
139,2MASSI J2057540-025230,47,0.028637640000000002,0.08837618
140,2MASSI J2104149-103736,62,0.028637640000000002,0.08837618
141,PSO J318.5−22,80,0.028637640000000002,0.08837618
142,HB 2124-4228,113,0.028637640000000002,0.08837618
143,2MASS J21392676+0220226,32.1,0.028637640000000002,0.08837618
144,2MASS J21481628+4003593,26.3,0.028637640000000002,0.08837618
145,2MASSW J2206450-421721,93,0.028637640000000002,0.08837618
146,2MASSW J2208136+292121,154,0.028637640000000002,0.08837618
147,2MASSW J2224438-015852,38,0.028637640000000002,0.08837618
148,2MASS J22282889-4310262,35,0.028637640000000002,0.08837618
149,2MASS J22373255+3922398,64,0.028637640000000002,0.08837618
150,2MASSW J2244316+204343,56,0.028637640000000002,0.08837618
151,2MASS J23224684-3133231,56,0.028637640000000002,0.08837618
152,2MASS J23225299-6151275,148,0.028637640000000002,0.08837618
153,2MASS J23515044-2537367,67,0.028637640000000002,0.08837618
154,2MASSI J2356547-155310,74,0.028637640000000002,0.08837618
155,WISE 0410+1502,20,0.028637640000000002,0.08837618
156,WISE 0458+6434A,35.9,0.028637640000000002,0.08837618
157,WISE 0458+6434B,35.9,0.028637640000000002,0.08837618
158,WISE 1405+5534,25.3,0.028637640000000002,0.08837618
159,Sun,0.000015813,1,1
160,Sirius,0008.6,2.1,1.71´
161,Canopus,0310,15,71
162,Alpha Centauri,0004.4,1.1,1.2
163,Arcturus,0037,1.1,26
164,Vega,0025,2.2,2.7
165,Capella,0043,2.6,12
166,Rigel,0860,23,78.9
167,Procyon,0011.4,1.5,1.9
168,Betelgeuse,0640[1],20,950
169,Achernar,0144,6.7,9.3
170,Hadar,0390,10.5,8.6
171,Altair,0017,1.8,1.8
172,Acrux,0320,18,8.9
173,Aldebaran,0065,1.5,44
174,Antares,0600,12,680
175,Spica,0260,11.43,7.47
176,Pollux,0034,1.9,8.8
177,Fomalhaut,0025,1.9,1.8
178,Deneb,"2,600",19,203
179,Mimosa,0350,16,8.4
180,Regulus,0077,3.8,3.1
181,Adhara,0430,12.5,14
182,Shaula,0700,14.5,8.8
183,Castor,0052,2.8,2.4
184,Gacrux,0088,1.5,84
185,Bellatrix,0240,8.6,5.8
186,Elnath,0130,5.0,4.2
187,Miaplacidus,0110,3.5,6.8
188,Alnilam,"2,000",32,42
189,Gamma Velorum,"01,100",9.0,6
190,Alnair,0101,4.0,3.4
191,Alioth,0081,2.9,4.2
192,Alnitak,01050,33,20
193,Dubhe,0120,4.25,30
194,Mirfak,0590,8.5,68
195,Wezen,"1,600",17,200
196,Sargas,0270,5.7,26
197,Kaus Australis,0140,3.5,6.8
198,Avior,0630,9.0,130
199,Alkaid,0104,6.1,3.4
200,Menkalinan,081,2.39,2.77
201,Atria,0390,7,92
202,Alhena,0109,2.8,3.3
203,Peacock,0180,5.9,4.8
204,Alsephina[2],0080,2.4,2.9
205,Mirzam,0500,13.5,10
206,Polaris,0430,5.4,39
207,Alphard,0180,3.0,50
208,Mintaka,01200,24,16.5
209,Scheat,0196,2.1,95
210,Almaaz,0653,15,140
211,Rasalgethi,0360,2.8,280
212,Tau Ceti,011.9,0.783,0.893
213,Delta Pavonis,019.92,0.991,1.22
214,Ran,010.48,0.82,0.74
215,V382 Carinae,"08,900",20,485
216,Eta Carinae,"07,500",100,60–881
217,Delta Cephei,0887,4.5,44.5
218,Mu Cephei,"06,000",19.2,972
219,Titawin,044.25,1.27,1.48
220,Rho Cassiopeiae,"08,154",22,636-981
221,P Cygni,"05,545",30,76
222,La Superba,"01,000",,129 - 342
223,VV Cephei,"04,900",18.2,"516 - 1,050"
224,61 Cygni,011.41,0.7,0.665
225,R Doradus,0178,0.7 - 1.0,298
226,Polaris Australis,0281,1.59,3.74
227,R Coronae Borealis,"04,566",0.85,85
228,54 Piscium,036.1,0.76,0.94
229,Mira,0300,1.2,370
230,RW Cephei,"014,000",13.9,"1,158"
231,Lacaille 8760,012.87,0.6,0.51
232,V838 Monocerotis,"019,896",?,380 - 750
233,HD 140283,0190,?,1.4
234,II Pegasi,0130,0.8,3.4
235,VY Canis Majoris,"03,900",17,"1,420"
236,Pistol Star,"025,000",100,320
237,S Doradus,"0169,000",24,380
238,UY Scuti,"05,100",7–10,755
239,Barnard's Star,05.98,0.14,0.20
240,Luhman 16,06.52,0.04,?
241,Proxima Centauri,04.25,0.12,0.15
242,KIC 8462852,"01,470",1.43,1.58
243,R136a1,"0163,000",290,32
244,Melnick 42,"0163,000",189,21.1
245,WR 102,"018,134",19,0.39
246,VFTS 352,"0164,000",57.48,14.47
247,YBP 1194,"02,772",1.01,0.99
248,Gliese 1214,047.5,0.16,0.21
249,NML Cygni,"05,251",50,"1,640 - 2,770"
250,VB 10,018.72,0.075,0.10
251,WOH G64,"0163,000",<20,"1,540 - 1,730"
252,TRAPPIST-1,039.6,0.089,0.12
253,2MASS J0523-1403,040.3,0.07,0.086
254,WISE 0855−0714,07.27,0.003,?
255,Icarus,"014,400,000,000",33,?
